cell,,animal,layer,type,vm,ir_neg,ir_pos,tm_on,tm_neg_off,tm_pos_on,tm_pos_off,sag,ap_thresh,ap_max,ap_halfwidth,rheobase,ahp_max,res_freq,res_mag,morphology_confirmed,dv,dist_psub,expression,response,epsp_tval,epsp_pval,epsp_sig,ipsp_tval,ipsp_pval,ipsp_sig,response_type,biphasic,subthreshold,baseline_vm,epsp,epsp_sd,epsp_pk,epsp_pk_sd,epsp_latency,epsp_latency_sd,epsp_halfwidth,ipsp,ipsp_sd,ipsp_pk,ipsp_pk_sd,ipsp_latency,ipsp_halfwidth,ei,ei_pk,interneuron_type
1047_S2C1_J,,1047,l2,l2_sc,-67.4737,31.0392,33.0572,5.98888,4.17659,7.48462,10.2967,0.575952,-40.11,44.3525,0.44,300,-57.4625,5.8083,38.2944,Y,2.96,250.305,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-61.1941125,NA,NA,1.0345839,0.753141662,NA,NA,NA,NA,NA,-1.760727755,1.11928402,NA,NA,NA,NA,NA
1049_S2C1,,1049,l2,l2_sc,-67.3681,162.837,277.857,39.3684,14.6097,36.6696,16.5189,0.943246,-36.6469,50.2931,0.45,66.875,-54.4719,7.9,148.9937,N,4.44,NA,Axonal,Y,6.19,0,Y,NA,NA,NA,epsp,N,Y,-66.68158,0.50660585,0.578314924,1.0848349,0.863674058,NA,NA,NA,NA,NA,-0.70803954,0.240683276,NA,NA,1,0.605081358,NA
1049_S3C1_J,,1049,l2,l2_sc,-59.6551,111.62,174.2,12.7004,14.7546,27.285,26.3482,0.623522,-39.3987,23.5988,0.52,63.125,-52.675,10.04§7,11.6492,Y,4.12,37.904,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-60.800565,NA,NA,0.434940875,0.154498673,NA,NA,NA,NA,NA,-0.61412195,0.112223133,NA,NA,NA,NA,NA
1082_S1C1,,1082,l2,l2_sc,-72.3839,31.895,34.9912,5.32686,10.8823,11.9397,8.30063,0.628439,-46.7938,44.7831,0.44,302.5,-58.8938,1,1,Y,2.96,1204.509,Axonal,Y,6.59,0,Y,-6.89,0,Y,biphasic,Y,Y,-69.806072,0.217761369,0.233621262,0.567382644,0.243744318,NA,NA,NA,-0.21023562,0.215722357,-0.60217878,0.173365362,NA,NA,0.508791825,0.48512428,NA
1092_S2C1_J,,1092,l2,l2_sc,-66.6243,40.6193,42.1698,6.28558,8.62101,10.3926,5.65615,0.5863,-41.3488,43.3163,0.41,210,-58.6375,10.75,1.6178,Y,3.96,194.088,Y,Y,2.939546,0.0055,Y,-15.628,0,Y,biphasic,Y,Y,-67.8511975,0.059484076,0.127982467,0.284491501,0.340698407,NA,NA,NA,-0.929474425,0.215722357,-1.1784762,0.173365362,NA,NA,0.060148202,0.194461915,NA
1092_S3C1,,1092,l2,l2_sc,-65.7023,60.3622,99.3654,9.44217,12.5976,15.5144,17.8187,0.446583,-39.7812,38.1,0.47,81.875,-59.1875,6.4167,2.0347,Y,3.76,46.414,Y,Y,14.472,0,Y,-12.8911,0,Y,biphasic,Y,Y,-58.183,0.932024074,0.45538373,1.12130964,0.454819728,NA,NA,NA,-1.13499954,0.62257348,-1.46681578,0.542634671,27.03016667,0.347980611,0.450901513,0.433251662,NA
1092_S1C1_J,,1092,l2,l2_sc,-73.9742,300.128,-122.555,20.9325,20.9744,23.2623,27.7073,0.876923,-46.4338,50.0538,0.62,55,-66.3937,1.75,1.0142,N,4.12,32.101,Axonal,Y,24.742,0,Y,-436842,0.00009,Y,biphasic,Y,Y,-76.8278875,11.50371125,2.940491734,11.753826,2.946781895,2.344925,0.154247451,37.1898575,-0.23196198,0.215722357,-0.6061743,0.173365362,NA,NA,0.980234455,0.950956773,NA
1093_S3C2,,1093,l2,l2_sc,-62.005,35.1786,36.4301,10.2239,11.3905,11.2939,15.4582,0.60038,-41.975,44.0688,0.51,195,-58.0938,6.75,1.7567,Y,2.96,402.292,Axonal,Y,4.27762,0.00009,Y,NA,NA,NA,epsp,N,Y,-61.217622,0.127262182,0.210386811,0.5213694,0.190570372,NA,NA,NA,NA,NA,-0.53175573,0.437924076,NA,NA,1,0.495068805,NA
1093_S1C1,,1093,l2,l2_sc,-68.0367,42.1804,61.9006,10.3208,7.25562,11.8738,16.4571,0.700436,-43.9813,46.75,0.66,173.125,-56.625,1.0833,1.0075,Y,3.6,397.558,Y,Y,4.496935,0.00004,Y,NA,NA,NA,epsp,N,Y,-69.07176,0.158783906,0.249674893,0.55801018,0.230006523,NA,NA,NA,NA,NA,-0.466989896,0.215439316,NA,NA,1,0.544400135,NA
1093_S1C1_J,,1093,l2,l2_sc,-62.7875,65.8256,99.9715,13.3549,17.237,50.918,24.8015,0.650414,-43.4038,43.4587,0.52,78.125,-62.5375,5.667,1.3013,Y,2.8,191.99,Axonal,Y,6.129212,0,Y,-1.66509,0.10391,N,epsp,N,Y,-62.313955,0.318663355,0.328819427,0.73598515,0.313291582,NA,NA,NA,NA,NA,-0.63589026,0.254065384,NA,NA,1,0.536481042,NA
1093_S3C3,,1093,l2,l2_sc,-61.3731,32.1636,31.1701,11.4736,12.0594,11.4187,13.7744,0.622063,-38.2875,44.3625,0.51,192.5,-56.8125,6833,1.874,Y,2.96,132.591,Axonal,Y,16.58,0,Y,-6.756347,0,Y,biphasic,Y,Y,-61.9245025,0.591693175,0.225709526,0.902630475,0.192348599,NA,NA,NA,-0.134422952,0.125832107,-0.530963,0.118672095,NA,NA,0.81487403,0.629627918,NA
1107_S1C1_J,,1107,l2,l2_sc,-70.2216,59.7977,67.1347,15.9781,12.4813,13.7521,16.8746,0.631552,-47.2663,53.9688,0.5,160,-62.925,6.8333,1.5579,Y,4.12,NA,Y,Y,17.186417,0,Y,10.361311,0,Y,biphasic,Y,Y,-69.16563,1.953133925,0.718748042,2.09859545,0.697921877,3.232125,0.474074277,22.927575,-0.24717084,0.150873348,-0.503436125,0.180840606,NA,NA,0.88766518,0.8065219,NA
1136_S1C1_J,,1136,l2,l2_sc,-69.8948,37.163,42.1789,12.0562,8.22804,7.40185,6.15748,0.631843,-42.3513,42.4363,0.42,313.125,-58.5438,8.58333,1.5165,Y,2.68,144.794,Axonal,Y,4.8747,0.00002,Y,NA,NA,NA,epsp,N,Y,-70.5065,0.122790253,0.159309553,0.4725901,0.290665393,NA,NA,NA,NA,NA,-0.43725435,0.331260043,NA,NA,1,0.519418567,NA
1136_S2C1,,1136,l2,l2_sc,-63.4684,67.4273,76.9421,15.1038,22.9694,12.7304,21.4146,0.528231,-36.4062,52.5812,0.66,165,-53.8438,4.667,1.3279,Y,3.6,225.589,Axonal,Y,6.5043,0,Y,-30.248,0,Y,biphasic,Y,Y,-63.920864,0.202326559,0.219956338,0.391492594,0.229869074,NA,NA,NA,-1.7141623,0.400709162,-1.95163156,0.399261289,5.75774,21.0999532,0.105571477,0.167081455,NA
1136_S3C1,,1136,l2,l2_sc,-56.3229,156.02,145.127,15.8931,12.8662,359.82,12.5748,0.636861,-39.2313,49.5438,0.65,20,57.25,NA,NA,N,4.72,49.137,Axonal,Y,3.608349,0.00134,Y,NA,NA,NA,epsp,N,Y,-54.06760769,0.8546378,1.207703346,1.342846973,1.345327123,NA,NA,NA,NA,NA,-0.729268423,0.622011184,NA,NA,1,0.648056076,NA
1136_S3C2,,1136,l2,l2_sc,-51.5212,204.149,153.734,29.0923,26.3038,18.5829,33.3002,0.881218,NA,NA,NA,NA,NA,NA,NA,Y,4.72,267.81,Axonal,Y,19.57743,0,Y,-2.78,0.00769,Y,biphasic,Y,Y,-52.23458,1.18716544,0.428785976,1.59582674,0.495473955,9.517234043,3.870850717,15.48745313,-0.172447166,0.438585706,-0.9147983,0.623976841,NA,NA,0.873164484,0.635629261,NA
1136_S3C2_J,,1136,l2,l2_sc,-60.2826,72.3156,140.381,11.9071,11.7838,16.0368,15.1342,0.609377,-40.8962,47.095,0.4,75,-55.7625,8.1667,1.4069,Y,4.12,159.97,Y,Y,27.028029,0,Y,-12.71,0,Y,biphasic,Y,Y,-60.6650125,3.69432425,0.864471391,3.880174,0.855283934,3.374205128,0.421383634,22.20352051,-0.956583913,0.475975146,-1.358264525,0.610644379,NA,NA,0.794323199,0.740711947,NA
1136_S1C1,,1136,l2,l2_sc,-67.3315,73.189,82.6399,10.4647,9.18539,13.7239,12.1919,0.617791,-34.6375,46.625,0.64,170,-46.2812,7,1.5684,Y,4.12,47.337,Axonal,N,NA,NA,NA,NA,NA,NA,none,N,Y,-68.609588,NA,NA,0.508340933,0.203857215,NA,NA,NA,NA,NA,-0.516659,0.147833748,NA,NA,NA,NA,NA
1137_S3C2,,1137,l2,l2_sc,-61.0944,73.7,54.0879,11.7402,10.433,11.2897,14.4494,0.547332,-42.2188,46.2375,0.55,133.125,-59.5,5.9167,1.1896,Y,3.44,174.624,Y ,Y,5.039645,0,Y,-78.434,0,Y,biphasic,Y,Y,-64.79537347,0.170070252,0.236225314,0.366802563,0.243205454,NA,NA,NA,-4.658525306,0.415759875,-4.858324694,0.410001464,4.756673469,28.10716939,0.035221474,0.070199738,NA
1137_S1C1,,1137,l2,l2_sc,-65.4664,140.774,132.445,32.9414,27.8797,27.6836,50.5344,0.740028,-41.3563,58.875,0.6,83.125,-53.7812,1.083,1.051,Y,4.28,136.035,Y,Y,110.991,0,Y,-11.051871,0,Y,biphasic,Y,Y,-68.81793,13.52533,0.86167675,13.92043,0.901118174,2.4119,0.136115235,45.743478,-1.47778922,0.94550038,-1.80145028,0.936127304,119.07796,88.437482,0.901501201,0.885417631,NA
1139_S1C1,,1139,l2,l2_sc,-65.8299,80.7064,101.982,18.3611,15.4236,25.3589,26.607,0.636799,-38.1313,56.6812,0.54,120,-59.5938,4.8333,1.332,Y,3.96,405.645,Y,Y,8.392658,0,Y,-18.3676,0,Y,biphasic,Y,Y,-65.516884,0.346199865,0.291683827,0.67125952,0.565583082,NA,NA,NA,-0.820853752,0.316007695,-1.26436556,0.260488352,NA,NA,0.296644353,0.346792117,NA
1139_S2C2_J,,1139,l2,l2_sc,-63.8184,88.8905,113.612,29.2949,16.0438,23.2799,38.5277,0.72238,-44.8912,48.9163,0.39,87.5,-58.2125,5.0833,1.2577,Y,2.96,220.81,Axonal,Y,28.024,0,Y,-4.779,0.00003,Y,biphasic,Y,Y,-64.5549775,5.0338425,1.13605448,5.20887975,1.168444533,2.40705,0.224513257,27.65501,-0.196373597,0.259828692,-0.518776915,0.235952415,NA,NA,0.962454018,0.909425976,NA
1139_S3C1_J,,1139,l2,l2_sc,-71.9889,79.4369,80.1815,14.9378,25.3476,24.9601,38.9061,0.693605,-49.5063,48.5,0.45,116.25,-64.5813,1.5833,1.2974,Y,4.28,202.861,Y ,Y,49.4704,0,Y,-4.215553,0.00014,Y,biphasic,Y,Y,-73.417615,9.62433525,1.230424951,10.03245225,1.32922362,2.245,0.177408522,48.30169737,-0.237791238,0.356756014,-0.689732575,0.354645182,NA,NA,0.975888442,0.935672385,NA
1139_S2C1,,1139,l2,l2_sc,-65.8041,86.062,114.717,7.45282,11.8978,10.7655,13.8311,0.795417,-26.1,35.7875,0.64,206.875,-34.3438,6.9167,1.2263,N,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,none,N,Y,-65.8041,NA,NA,0.74035622,0.309003976,NA,NA,NA,NA,NA,-0.70964358,0.124120026,NA,NA,NA,NA,NA
1139_S1C3_J,,1139,l2,l2_sc,-68.1286,75.4562,73.7255,29.0638,10.0496,13.9348,16.4311,0.476707,-41.3538,44.2175,0.5,135.625,-56.2062,8.1667,1.0326,N,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,none,N,Y,-65.39187667,NA,NA,0.465631767,0.763017438,NA,NA,NA,NA,NA,-0.674785533,0.76503656,NA,NA,NA,NA,NA
1221_S1C1,,1221,l2,l2_sc,-60.3805,47.3001,72.6504,13.4172,13.1844,17.7389,19.5336,0.657041,-41.2656,52.795,0.5,100.625,-60.5094,1,1,Y,3.96,652.37,N,Y,29.106824,0,Y,-6.293687,0,Y,biphasic,Y,Y,-58.573084,4.0732186,0.989527588,4.4763938,1.001449337,2.3592,0.230766779,25.192686,-0.252019575,0.283148401,-0.590355276,0.246881304,NA,NA,0.941732787,0.883484406,NA
1221_S1C2,,1221,l2,l2_sc,-62.6692,64.5318,84.6,34.5438,13.8836,17.8012,53.6981,0.669501,-41.6125,49.6594,0.53,115,-56.3969,1,1,N,3.96,408.137,N,Y,8.3698,0,Y,NA,NA,NA,epsp,N,Y,-64.063812,0.332200502,0.280651275,0.73100462,0.516561709,NA,NA,NA,NA,NA,-0.5512463,0.375132714,NA,NA,1,0.57009483,NA
1221_S3C1,,1221,l2,l2_sc,-63.9272,172.779,214.033,17.7508,18.6426,23.1861,26.3124,0.84751,-37.7,46.2681,0.54,76.25,-56.75,2.3333,1.288,Y,4.72,78.321,N,Y,3.277743,0.02136,Y,NA,NA,NA,epsp,N,Y,-65.27167,0.249793527,0.74285028,1.101605696,0.874996797,NA,NA,NA,NA,NA,-0.928956816,0.596650478,NA,NA,1,0.542512574,NA
1221_S1C1_J,,1221,l2,l2_sc,-65.7561,30.5195,33.9825,6.34583,6.46954,9.30656,8.09588,0.528988,-41.8706,42.6719,0.42,252.5,-58.7313,9.8333,1.8242,N,NA,NA,NA,Y,7.4026,0,Y,-3.256199,0.00234,Y,biphasic,Y,Y,-66.5502075,0.34028286,0.290726123,0.5823916,0.238324799,NA,NA,NA,-0.055014784,0.106855888,-0.36393625,0.08023342,NA,NA,0.860826937,0.615422657,NA
1221_S2C1_J,,1221,l2,l2_sc,-65.7451,47.5481,50.1078,6.14103,6.9545,7.36092,7.39601,0.650642,-43.7388,41.2706,0.36,175,-58.3719,11.5,1.7693,N,NA,NA,NA,Y,5.731322,0,Y,NA,NA,NA,epsp,N,Y,-66.147155,0.118666815,0.130949688,0.3546519,0.119711674,NA,NA,NA,NA,NA,-0.339722525,0.071067609,NA,NA,1,0.510750234,NA
1221_S2C2_J,,1221,l2,l2_sc,-63.808,58.5569,81.5491,11.6975,12.9965,14.3456,19.9331,0.597226,-40.2638,48.0544,0.46,120,-60.5,7.3333,1.6318,N,NA,NA,NA,Y,11.25426,0,Y,-4.5424,0.00005,Y,biphasic,Y,Y,-63.39571,0.607474638,0.341382472,0.760793075,0.320358709,NA,NA,NA,-0.101870512,0.141837778,-0.353971925,0.086957807,NA,NA,0.856387949,0.682469467,NA
1221_S3C2_J,,1221,l2,l2_sc,-67.475,74.6494,89.4728,10.5647,12.264,14.237,18.1412,0.626108,-32.3388,40.3613,0.43,129.375,-53.55,7.3333,1.6178,N,NA,NA,NA,Y,8.963294,0,Y,NA,NA,NA,epsp,N,Y,-65.044465,0.337599922,0.238212592,0.53353105,0.20706274,NA,NA,NA,NA,NA,-0.32568855,0.103394826,NA,NA,1,0.620948416,NA
1237_S2C1,,1237,l2,l2_sc,-64.5688,42.879,42.1679,10.3784,8.53334,11.6653,10.2298,0.635957,-40.4237,51.7369,0.5,225,-56.4688,7.0833,1.4553,Y,3.76,440.733,Y,Y,NA,NA,NA,-4.7888,0.00002,Y,ipsp,N,Y,-65.68218,NA,NA,0.36768278,0.15905943,NA,NA,NA,-0.077180671,0.113962027,-0.39556706,0.071764286,NA,NA,0,0.48173319,NA
1237_S2C2,,1237,l2,l2_sc,-67.1998,38.3102,44.4725,7.14612,6.71612,8.92379,9.99524,0.630669,-40.4463,48.1869,0.41,251.875,-56.2,7.8333,1.5387,Y,3.76,331.199,Y,Y,17.271,0,Y,-7.664,0,Y,biphasic,Y,Y,-68.339674,0.73000188,0.298882402,0.89648998,0.290184886,NA,NA,NA,-0.150971141,0.139286646,-0.40238522,0.121240852,NA,NA,0.828631368,0.690204863,NA
1237_S3C1,,1237,l2,l2_sc,-58.5876,55.5769,78.3279,14.972,16.5682,17.483,26.3952,0.647348,-36.75,56.7519,0.5,123.75,-52.1813,6,1.4502,Y,3.96,357.279,Axonal,Y,16.622585,0,Y,NA,NA,NA,epsp,N,Y,-58.726986,0.675823354,0.287487951,0.91691824,0.278802166,NA,NA,NA,NA,NA,-0.5134562,0.273079217,NA,NA,1,0.641033714,NA
1237_S1C2_J,,1237,l2,l2_sc,-66.497,67.5926,63.6232,6.41663,6.48252,7.91584,9.60058,0.435713,-38.4263,37.0025,0.4,146.875,-53.85,9,1.8281,N,3.28,20.882,Y,Y,NA,NA,NA,-6.502911,0,Y,ipsp,N,Y,-63.7448925,NA,NA,0.375983625,0.280450766,NA,NA,NA,-0.353428935,0.343735421,-0.564016775,0.274461093,NA,NA,0,0.39998241,NA
1237_S2C2_J,,1237,l2,l2_sc,-61.3712,30.4177,49.8378,7.30254,8.38747,7.44475,9.22243,0.512529,-39.1694,46.4031,0.4,167.5,-56.2313,9.9167,1.3719,Y,3.96,74.072,Y,Y,9.32,0,Y,-8.28066,0,Y,biphasic,Y,Y,-63.92285897,0.304826141,0.204228776,0.469092449,0.228468876,NA,NA,NA,-0.20688397,0.156024992,-0.554784359,0.133965457,NA,NA,0.595700836,0.458153213,NA
1241_S2C1,,1241,l2,l2_sc,-61.5408,35.0013,50.3945,4.05434,5.86862,6.63641,6.67802,0.601976,-39.0056,41.7781,0.48,203.75,-51.7094,10,1.7941,N,NA,NA,NA,Y,3.40463,0.00133,Y,NA,NA,NA,epsp,N,Y,-63.668922,0.083415866,0.173245883,0.4213651,0.131123452,NA,NA,NA,NA,NA,-0.41300966,0.084484026,NA,NA,1,0.505007007,NA
1241_S2C2,,1241,l2,l2_sc,-67.5143,41.2256,33.2734,5.04683,6.70154,6.94199,8.51882,0.695791,-49.0069,47.8438,0.47,338.75,-62.7406,1.0833,1.0678,N,NA,NA,NA,Y,37.334892,0,Y,-3.76226,0.00045,Y,biphasic,Y,Y,-69.550122,3.4818,0.659437931,3.6346814,0.655499187,2.448326531,0.369725483,14.54937551,-0.112625157,0.211676004,-0.45056882,0.111411959,NA,NA,0.968666712,0.889708391,NA
1241_S2C1_J,,1241,l2,l2_sc,-66.539,73.2052,65.1129,12.5081,11.0481,12.9736,15.372,0.799744,-43.9744,48.8,0.45,150,-59.2844,1.667,1.0897,Y,4.12,394.173,Y,Y,14.4154,0,Y,-6.9555,0,Y,biphasic,Y,Y,-70.8135175,0.664400625,0.291496435,0.791406225,0.312043346,NA,NA,NA,-0.272102382,0.247418175,-0.512969625,0.17378945,NA,NA,0.70944847,0.606731737,NA
1241_S3C1_J,,1241,l2,l2_sc,-68.9934,93.7338,122.41,15.5946,14.6633,17.8866,18.1218,0.772831,-39.3406,51.9281,0.45,105,-55.1,3,1.1925,Y,4.44,200.623,Axonal,Y,10.4483,0,Y,NA,NA,NA,epsp,N,Y,-67.41652,0.760475383,0.460325891,1.008938725,0.434346467,NA,NA,NA,NA,NA,-0.364576918,0.233765866,NA,NA,1,0.734566607,NA
1242_S3C1,,1242,l2,l2_sc,-59.5843,131.034,174.358,18.984,17.926,24.2361,21.3455,0.71375,-38.3619,46.0069,0.64,51.25,-52.0625,4.1667,1.0933,N,4.44,154.003,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-58.523752,NA,NA,0.491445932,0.381422867,NA,NA,NA,NA,NA,-0.49086655,0.205008988,NA,NA,NA,NA,NA
1309_S1C2,,1309,l2,l2_sc,-67.4261,33.3467,29.4055,3.79515,6.39451,5.78024,6.24975,0.605346,-43.7437,45.8312,0.44,297.5,-60.2813,8.75,1.0224,N,3.12,NA,Y,Y,13.098606,0,Y,-6.829171,0,Y,biphasic,Y,Y,-67.09965,0.701831333,0.293473109,0.842357063,0.29410992,NA,NA,NA,-0.32371398,0.259629552,-0.593059323,0.23673067,NA,NA,0.684349413,0.586838127,NA
1309_S4C1,,1309,l2,l2_sc,-63.0408,41.1177,57.1885,13.0054,9.5516,11.8626,10.5757,0.575631,-39.625,42.4937,0.56,102.5,-52.0313,4.8,1.1731,Y,3.6,170.408,Y,Y,0.477883,0.318364,N,-6.818111,0,Y,ipsp,N,Y,-56.62212593,0.10348925,1.125268039,0.402210941,1.087639274,NA,NA,NA,-1.613000593,1.229284229,-2.251724296,1.02095957,23.59742105,35.39376789,0.06029121,0.151552659,NA
1312_S1C2,,1312,l2,l2_sc,-67.7164,31.3498,37.375,9.84325,9.90091,14.3823,12.4349,0.551948,-31.5938,61.275,0.47,270,-48.5625,7.9,1.2585,N,3.28,NA,N,N,NA,NA,NA,NA,NA,NA,none,N,Y,-66.499474,NA,NA,0.40572551,0.190152421,NA,NA,NA,NA,NA,-0.344274395,0.127623246,NA,NA,NA,NA,NA
1354_S4C1,,1354,l2,l2_sc,-57.9094,65.6898,60.4582,12.8738,12.0443,12.0581,14.2513,0.547466,-33.6375,51.8125,0.45,130,-49.5313,6.7,1.839,Y,4.12,89.486,Y,Y,17.1938,0,Y,-28.694195,0,Y,biphasic,Y,Y,-54.84545333,1.1170763,0.355852371,1.291283,0.384479061,2.20192,0.348278256,2.57088788,-2.117050667,0.404108364,-2.357674667,0.377316001,7.748566667,26.6794,0.345402735,0.353877221,NA
1355_S3C1,,1355,l2,l2_sc,-69.0393,48.7745,59.8193,10.162,9.61336,11.6393,10.2996,0.752383,-44.625,52.975,0.48,162.5,-59.875,1,1,Y,3.76,303.901,Y,Y,108.030323,0,Y,-33.83304,0,Y,biphasic,Y,Y,-68.71790667,21.69776667,1.100094489,22.01164667,1.087266739,1.4968,0.06780774,25.98146333,-1.314490933,0.212802734,-1.976892333,1.590279631,87.44233333,54.4451219,0.942878663,0.917590132,NA
1355_S2C1,,1355,l2,l2_sc,-65.2319,35.536,52.5295,7.59571,10.7324,26.7525,8.28153,0.547168,-41.0125,44.9063,0.47,170,-54.4063,7.75,1.9218,Y,3.44,244.117,Y,Y,25.23209,0,Y,-8.825085,0,Y,biphasic,Y,Y,-66.33364138,1.013960586,0.216404779,1.159075897,0.234228167,2.733961538,0.504556081,5.741316538,-0.310187497,0.189279857,-0.598467586,0.138528375,NA,NA,0.765745613,0.659486327,NA
1356_S2C1,,1356,l2,l2_sc,-59.5407,21.6802,34.1037,7.19456,6.91193,8.90934,8.68345,0.528066,-39.0125,47.6187,0.52,196.25,-50.5625,4.45,1.0749,Y,3.28,188.459,Y,N,NA,NA,NA,NA,NA,NA,none,N,Y,-62.59883,NA,NA,0.548826967,0.300717021,NA,NA,NA,NA,NA,-0.595964733,0.203248698,NA,NA,NA,NA,NA
